0,1,2,3,4,5,6,7,8,9
1.4260337,1.1508543,0.48154467,0.22002941,0.21655862,-0.47432932,0.31649864,0.18974346,1.2489153,0.5839975
1.4467491,1.1929536,0.8742318,0.010221216,0.26276526,-0.26830867,0.3189361,0.29697964,1.234471,0.33319703
1.4496957,1.222642,0.5322318,-0.209627,0.08972238,-0.23835489,0.03609021,0.13091514,1.2877498,-0.57740605
1.4356103,1.2663366,0.4757215,-0.1847544,0.42626733,-0.26198244,-0.23125091,0.25155294,1.2721592,0.12330875
1.4185152,1.3035196,0.33975393,-0.25083768,0.22637497,-0.30040947,-0.2794773,0.15314148,1.2619791,-0.12452283
1.4173803,1.3290582,0.14948203,-0.36653152,0.021068057,-0.38464805,-0.032885004,0.019087808,0.8151271,-0.5146064
1.4354572,1.3678721,0.33933023,-0.16642827,0.7026411,-0.21259324,0.27155685,0.16336024,0.7811098,-0.79569477
1.4524982,1.4153711,-0.17808612,-0.026000848,0.80949956,-0.32947263,0.2560621,0.35603502,0.7218307,-0.5254282
1.4327301,1.4396333,-0.64821875,-0.2705647,-0.31320778,-0.51564354,-0.3245649,0.17247477,0.11863462,-2.1541417
1.4314907,1.4580777,-0.07969407,-0.33339006,0.04076536,-0.29645225,-0.043855596,0.33390918,0.22899829,-0.91744465
1.4763874,1.4918368,0.30675402,-0.042397905,1.3834033,-0.009018668,0.6876734,0.5297462,0.3334703,0.6239987
1.516653,1.5231413,0.25573656,0.11879433,1.255102,0.12073824,0.6116782,0.7025448,0.42194104,0.5333735
1.5489963,1.541227,-0.14311853,0.041362002,0.5272023,0.08372322,0.48909456,0.5522109,-0.04275643,-0.055007424
1.5776135,1.5486654,0.21312669,0.10700604,1.0513208,0.22791642,0.42517656,0.65789425,-0.0679188,0.51960087
1.6262629,1.564879,0.7253047,0.28214115,1.4129496,0.35309505,0.74750286,0.81696874,0.71270645,1.1376517
1.7082756,1.606508,0.95527786,0.6801076,1.8309395,0.6943696,1.2947311,1.0473716,1.1803178,1.5745771
1.7617887,1.6433585,1.0198483,0.84272933,1.385168,0.64416414,0.84530807,0.9121194,1.1463163,1.4765586
1.8083265,1.6761369,0.8116693,0.8362748,1.0784642,0.5866405,0.75034565,0.7918501,0.74910927,1.3857551
1.8752719,1.7008259,0.8259746,0.7002322,0.81805843,0.63704205,1.1208274,0.68970156,0.41502205,1.2407663
1.9354755,1.7317694,0.97887623,0.5902899,0.7835797,0.73379034,1.0308155,0.7839138,0.798681,1.358525
1.9694246,1.7727636,0.7791567,0.5130231,0.77978486,0.583237,0.62222344,0.917706,0.79220784,1.5048609
2.0203683,1.8202337,0.9420694,0.62112176,1.020255,0.6496857,0.91364694,1.035092,0.7147495,1.803455
2.079009,1.8677654,1.5983644,0.5827626,0.8325461,0.87391436,1.074863,0.92015904,1.2646896,1.6265844
2.1379945,1.9137098,1.6209093,0.66038984,0.9658169,1.027631,1.09683,1.02401,1.7421981,1.4112443
2.182223,1.9620589,1.4167477,0.64988416,0.8582869,0.7822048,0.88190776,1.119706,1.6639335,1.2953377
2.2103102,2.0184705,1.5094197,0.7247137,0.97515106,0.8607124,0.6326546,1.2182318,1.6036226,1.5769141
2.2499926,2.0664897,1.9880215,0.81803954,0.9927665,1.0507832,0.8291408,1.3483721,2.1460915,1.6146001
2.264193,2.0974057,1.0334414,0.46425924,0.42077604,0.96516746,0.459044,1.1486912,1.4319602,0.63500625
2.2812316,2.1397135,0.87709826,0.16209453,0.3607164,0.94420505,0.5225645,0.9744436,0.808154,-0.052396797
2.3167927,2.188243,0.8377087,0.21179803,0.78770316,0.901238,0.8381523,1.1620198,0.76610154,0.8609735
2.3760114,2.236274,1.1807234,0.565248,1.1970688,1.3715615,1.2411544,1.3649358,0.86324126,1.5181152
2.4220889,2.2856655,1.291211,0.79133356,1.1128958,1.5000782,1.0462459,1.5033104,1.3043685,1.5777345
2.465615,2.3373344,1.350852,0.8087451,0.94909626,1.6763014,1.0529433,1.3878617,1.6482302,1.4754827
2.4924362,2.380021,1.3170354,0.71959764,0.839452,1.6666372,0.8189857,1.4808823,1.2699615,1.4312174
2.5270503,2.4194462,1.3575655,0.72403973,0.9352449,1.8385409,0.985346,1.5984378,1.2680831,1.4671843
2.549673,2.4444723,1.2471808,0.65980685,0.822428,1.614449,0.8109275,1.681517,0.88975954,1.5447272
2.5683815,2.472873,1.3681673,0.62913907,0.82200044,1.7169143,0.76796,1.7768182,0.89180994,1.6319561
2.6069496,2.4995446,1.2286848,0.49072525,0.6747983,1.524179,1.1585904,1.6464965,0.9108578,1.5606372
2.651997,2.5310795,1.2859274,0.44309905,0.7436386,1.6427538,1.3233532,1.7656274,0.96046406,1.6917928
2.6646464,2.5539136,0.93902117,0.20857266,0.50933427,1.4200898,0.7922399,1.6319356,0.5448863,1.4597179
2.6599412,2.5782905,0.9588674,0.1456422,0.6603558,1.4573549,0.5017543,1.7450099,0.5554168,1.7318058
2.6528437,2.5945733,1.8214059,0.09288149,0.649701,1.5443203,0.46883264,1.8378721,1.1464539,1.733371
2.6435707,2.6082864,1.6746557,-0.0756936,0.49191707,1.4658331,0.43461502,1.7215974,1.6837385,1.5922995
2.6221406,2.6074038,1.0025429,-0.4455378,0.14734603,0.924384,0.21261817,1.5694975,1.0861344,0.32416266
2.58597,2.602129,0.36396864,-0.8164578,-0.029854156,0.32705173,-0.07942749,1.4009285,0.38661644,-1.1730051
2.5475829,2.5897691,0.15989837,-1.1127788,-0.11993825,0.20077845,-0.15727013,1.3060164,-0.061041005,-1.230133
2.519537,2.5810366,0.59918666,-1.0576059,0.2845883,0.5062993,0.0006700167,1.4010464,-0.053203586,-0.08171142
2.4860559,2.5787327,0.27642727,-1.1791363,0.005040662,0.50681746,-0.1410778,1.2562832,-0.16336046,-1.0526797
2.4574864,2.5823574,0.31330773,-1.0585561,0.51818496,0.5119818,-0.07881988,1.327907,-0.23999056,-0.04342765
2.4342048,2.573833,0.17291035,-1.0382463,0.45358816,0.45880276,0.0058424785,1.2581222,0.09996851,-0.64932793
2.3906703,2.5466492,-0.39146128,-1.2347481,-0.25086355,0.35823882,-0.44184425,1.1291976,-0.43042803,-2.771004
2.3285859,2.5088189,-0.8266927,-1.6489065,-1.4009867,-0.10951875,-0.8750826,0.9764992,-1.0148495,-2.0901022
2.2792912,2.4771442,-0.8500267,-1.740695,-0.9547392,-0.019708585,-0.65944886,1.0532147,-1.133704,-1.4813855
2.2547688,2.4531393,-0.3584797,-1.5357711,0.032556973,0.3117489,-0.16741303,1.1383739,-0.6496571,-0.48835456
2.251652,2.4336584,-0.21484296,-1.0794718,1.2815222,0.5254758,0.28888512,1.2628567,-0.6290195,0.5859167
2.2369392,2.4070406,-0.6372942,-1.0281606,0.11843026,0.3933393,0.025254525,1.0928335,-1.2658833,-0.21993998
2.2128537,2.380546,-0.46841606,-0.9058137,0.4594169,0.59193164,-0.20066085,1.1982725,-1.2284791,0.1074013
2.2034883,2.3592978,-0.05720735,-0.7002791,0.8919727,0.85025775,0.112695634,1.2888395,-0.6955045,0.5803893
2.1852663,2.3357453,0.09178333,-0.54856944,0.8414231,0.95652956,-0.10172066,1.45155,0.06519734,0.60865545
2.1810849,2.3221319,0.3081304,-0.25621465,1.2953593,1.2200792,0.20076631,1.606536,0.58326113,1.0439867
