0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.45796514,0.2966745,1.1305746,-0.023582494,0.5988876,-0.6622873,0.65008944,1.3466878,0.8547168,0.8643111,-0.061945394,0.13006796,-0.6824007,0.0,0.0
0.4911461,0.3194865,1.6313949,-0.15365367,0.5644107,-0.7743191,0.5632712,1.4241053,1.5816871,0.70914906,0.05570342,-0.20277034,-0.6921229,0.0,0.0
0.51117355,0.34589717,1.5363777,-0.27503026,0.49816784,-0.7805942,0.31708166,1.5411954,1.5592246,0.5943277,-0.033678874,-0.12412663,-0.72095984,0.0,0.0
0.5433842,0.37773275,1.6828445,-0.15446818,0.94519514,-0.6222216,0.53463334,1.6717175,1.590495,1.0488458,0.99157614,0.21315387,-0.65293676,0.0,0.0
0.57738745,0.3944482,1.6550133,-0.07588268,0.9010575,-0.6043116,0.5664548,1.7754716,1.5932593,1.1062733,0.14902255,0.5108474,-1.0051681,0.0,0.0
0.6081868,0.42259076,1.6167212,-0.032458186,0.8434052,-0.60190606,0.50449,1.8531551,1.5552045,0.8843084,0.12668607,0.5992882,-1.2126058,0.0,0.0
0.6381018,0.46346003,1.6074305,0.12045492,1.0429838,-0.572964,0.47841203,1.9491328,1.5511099,0.9580604,0.714239,0.9079415,-1.271187,0.0,0.0
0.66916883,0.5082011,1.4521819,0.138431,0.891226,-0.6080737,0.49950445,1.8433073,1.5188731,0.8661225,-0.14365399,0.8594453,-1.3516151,0.0,0.0
0.68567854,0.5440799,0.97199714,-0.022964206,0.57229394,-0.6008007,0.24011892,1.7359744,1.1438065,0.16229668,-0.5497393,0.1373598,-1.2597109,0.0,0.0
0.7053519,0.57682914,0.65485865,-0.23490563,0.38238093,-0.652876,0.2970855,1.6290338,0.7774176,-0.0738142,-0.31651995,-0.08010606,-1.219573,0.0,0.0
0.72675025,0.60721964,0.3592623,-0.38978347,0.3779099,-0.70305765,0.32531062,1.7238228,0.753412,-0.01986983,0.022042327,-0.12971658,-1.2124772,0.0,0.0
0.72741085,0.624684,-0.2603679,-0.7551442,-0.37086287,-0.8625123,-0.04549147,1.4806001,-0.05661727,-0.74491173,-1.0913197,-0.96064335,-1.0116086,0.0,0.0
0.7751894,0.65942544,0.5364695,-0.40234905,1.2706447,-0.27931723,0.78417563,1.7864448,0.64940023,0.7291455,2.5411181,0.2666305,-0.42553398,0.0,0.0
0.7975758,0.68742293,0.57197964,-0.2910032,0.8830511,-0.18384705,0.32221416,1.612069,0.5141755,0.564515,-0.40370807,0.33484745,-0.39955622,0.0,0.0
0.828888,0.7208837,0.7256166,-0.095956795,1.1453619,-0.097961396,0.47323528,1.6980051,0.92082804,0.7035706,0.61646235,0.7852407,-0.37954202,0.0,0.0
0.8411175,0.74295634,0.31871507,-0.2121803,0.49939498,-0.23992458,0.14375909,1.5233825,0.47607133,0.2076495,-0.8758873,0.3505724,-0.2945355,0.0,0.0
0.81198776,0.74350756,-0.19083053,-0.6577026,-0.5314979,-0.35758537,-0.5573278,1.32179,-0.035288658,-0.55307794,-1.4854316,0.16317536,-0.14945291,0.0,0.0
0.7847733,0.7456685,-0.46207845,-0.9449677,-0.5574362,-0.41864496,-0.5220659,1.4386134,-0.45052773,-0.6360629,-0.021519585,-1.0590259,-0.15049604,0.0,0.0
0.7563383,0.7397165,-0.677022,-1.2510191,-0.9653278,-0.512188,-0.5445599,1.2591115,-0.8774515,-0.47991192,-0.6072214,-1.1645095,-0.12663326,0.0,0.0
0.71949214,0.7310935,-0.9025654,-1.586011,-1.4489081,-0.6409807,-0.6945006,1.0524347,-1.2621603,-0.23298766,-0.76942104,-1.8110263,-0.09876285,0.0,0.0
0.6259179,0.69436234,-1.6416115,-2.4410744,-2.5550063,-0.8857728,-1.7036334,0.7705698,-1.6946917,-0.18333,-3.0784862,-2.8425186,0.49349585,0.0,0.0
0.56646365,0.6642514,-1.3862927,-2.6795824,-1.8506731,-0.8220852,-1.1262592,0.942661,-1.5336697,0.032289572,0.8222872,-1.7875795,0.54528457,0.0,0.0
0.4709186,0.63988286,-1.1451858,-2.5608585,-1.4450597,-0.77397305,-1.7189054,1.064447,-1.2330834,0.20038399,0.61569595,-1.4858419,0.57509047,0.0,0.0
0.37863645,0.60397,-1.1315575,-2.4084322,-1.3751353,-0.7470225,-1.6719282,0.8993558,-0.8947514,0.14580269,-0.24877404,-1.3175536,0.49816218,0.0,0.0
0.26910168,0.56376064,-1.1871481,-2.253399,-1.3291644,-0.83535427,-1.9448811,0.73687863,-1.1979498,0.07428318,-0.31332332,-1.1050317,0.4912054,0.0,0.0
0.14728028,0.5074192,-1.2518644,-2.3810594,-1.6145856,-0.99865437,-2.1748166,0.54785055,-1.1400409,-0.12767299,-1.6491847,-0.3962332,0.59819204,0.0,0.0
0.07028943,0.45282567,-1.7344673,-2.1173975,-1.1928376,-1.4708905,-1.4168642,0.680259,-1.4897084,0.106079824,0.99099755,-0.31228882,0.6270399,0.0,0.0
-0.025147058,0.38984528,-1.7866309,-2.0517213,-1.3386384,-1.660964,-1.737748,0.5341869,-1.4513507,-0.18045937,-1.07733,-1.1278085,0.6563942,0.0,0.0
-0.12481034,0.3241419,-2.0645373,-2.0630243,-1.3919818,-1.9302392,-1.8200399,0.3562198,-1.766055,-0.22577856,-0.8950806,-1.4310619,0.6694235,0.0,0.0
-0.21392773,0.25956258,-1.9873593,-1.9759843,-1.2848138,-1.7704703,-1.643954,0.24076009,-1.4265138,-0.30071178,-0.20266037,-1.3752501,0.6656234,0.0,0.0
-0.25053257,0.19277771,-1.8463274,-1.8322691,-1.2004057,-1.7231311,-0.7325366,0.10508007,-1.3574891,-0.4136268,-0.21732354,-0.69055575,0.6527116,0.0,0.0
-0.30542102,0.1341261,-1.8519207,-1.6637126,-1.1336085,-1.8350672,-1.0654058,-0.03230774,-1.3443743,-0.3708279,-0.24896966,-1.2667598,0.6219222,0.0,0.0
-0.36658064,0.053668436,-1.681757,-1.3857359,-0.9957306,-1.7634741,-1.167575,0.06840872,-0.9993281,-0.36718112,0.2687066,-0.6271073,0.112248294,0.0,0.0
-0.4390338,-0.030993056,-1.6798682,-1.2853296,-1.1116406,-1.7501048,-1.3797853,-0.0627781,-0.90883905,-0.8857143,-0.94222337,-0.65031165,0.12792726,0.0,0.0
-0.51446813,-0.12614106,-1.3006564,-1.2146037,-1.1643243,-1.592136,-1.4395579,-0.25803638,-0.80576015,-0.32366374,-0.52359116,-0.8034505,0.036243446,0.0,0.0
-0.52990043,-0.19679949,-0.9409231,-0.7071467,-0.6669578,-1.4954152,-0.331219,-0.11011968,-0.87177026,0.42421773,1.8933065,0.20612541,0.38761523,0.0,0.0
-0.54807603,-0.24584502,-0.87587845,-0.1452081,-0.37341282,-1.4063188,-0.37797916,0.032049857,-0.8498922,0.7678116,0.8324224,0.7443064,0.39000323,0.0,0.0
-0.53448564,-0.2879915,-0.5950857,0.4095847,-0.04251807,-1.3528503,0.22786708,0.13933648,-0.9503326,1.1523569,0.7547863,0.9900754,0.44218755,0.0,0.0
-0.4817962,-0.3121176,-0.17966011,1.0538608,0.6093641,-1.1132778,1.001084,0.28565377,-0.4616927,1.6987371,1.3619198,2.1721234,0.570998,0.0,0.0
-0.4141628,-0.32307228,0.40674427,1.5708902,1.0083997,-0.741519,1.2977773,0.4094878,0.040240042,1.7267975,0.64564836,2.760232,0.57414955,0.0,0.0
-0.33239806,-0.2997613,0.3396883,1.9597037,1.1105956,-0.78150845,1.5764945,0.53558314,0.039501,1.8989629,0.5795813,2.067383,-0.023193775,0.0,0.0
-0.24984299,-0.2854164,0.64641577,2.0846682,0.9442943,-0.68094504,1.5928316,0.44451642,0.12714289,1.8185533,-0.17973818,1.5441743,-0.061431825,0.0,0.0
-0.17221388,-0.27683443,1.0014881,2.0688252,0.8870707,-0.4631656,1.4825153,0.33778176,0.61584187,1.7467095,-0.025441319,1.1523451,-0.09000435,0.0,0.0
-0.08601369,-0.26966852,0.9072755,1.8905851,0.70289296,-0.55932665,1.6714009,0.24507125,0.26934838,1.5966381,-0.3887511,0.3015235,-0.087698676,0.0,0.0
0.014082051,-0.25693825,1.0439435,1.7557466,0.759789,-0.5093377,1.951222,0.31317437,0.6443477,1.6999238,0.29081202,0.13238733,-0.09829643,0.0,0.0
0.10511724,-0.2181036,1.2985108,1.8306156,1.0273291,-0.2681574,1.6984726,0.43687463,1.1099402,1.9071687,1.184315,0.42049578,-0.26141194,0.0,0.0
0.17884019,-0.18961896,1.1929637,1.7529985,0.85306954,-0.24879685,1.3430209,0.33144388,1.1117935,1.8517189,-0.1725316,0.42385682,-0.31263494,0.0,0.0
0.24681474,-0.1477633,1.6257352,1.6963913,0.851171,-0.09250677,1.2154487,0.4303523,1.525469,1.959159,0.38547567,0.6242879,-0.45330402,0.0,0.0
0.28714564,-0.09999025,1.7589784,1.5325854,0.68976337,-0.11055421,0.6896538,0.19640782,1.3390898,1.7194906,-0.20108688,0.71670306,-0.5627638,0.0,0.0
0.31439275,-0.05121114,1.5786284,1.333028,0.5846288,-0.27573735,0.45015764,0.104712866,0.9593742,1.317156,-0.078532256,0.5365493,-0.579198,0.0,0.0
0.31599244,-0.00832414,0.9828205,0.970941,0.28329375,-0.43217534,-0.0029653923,-0.0011779092,0.53128153,0.7952885,-0.802431,-0.41402084,-0.5007469,0.0,0.0
0.34091657,0.047018796,1.0491723,0.9046702,0.5507862,-0.30970666,0.4058982,0.12016263,0.5610868,1.0557079,1.0774589,0.17765142,-0.4654503,0.0,0.0
0.36548358,0.09966221,0.7678665,0.7979398,0.47414783,-0.48358795,0.40003493,0.014380633,0.49841237,0.26329154,-0.044537734,-0.028467463,-0.46029776,0.0,0.0
0.38782918,0.15558277,0.29376268,0.5764983,0.26237684,-0.68562317,0.36444712,-0.14166252,-0.049581677,-0.1889815,-0.4949614,-0.17022648,-0.5545636,0.0,0.0
0.42198053,0.22474198,0.40604588,0.5820175,0.640734,-0.5468974,0.5694915,-0.013134991,-0.04576186,0.5449534,0.90969235,0.30257943,-0.60122925,0.0,0.0
0.43952802,0.28066662,0.5781822,0.5978561,0.7772686,-0.5161942,0.26928923,0.06470021,0.27976364,0.76977617,0.26846725,0.83051085,-0.8584635,0.0,0.0
0.46789187,0.3332441,0.68824524,0.6444067,1.0025473,-0.53520125,0.45693868,0.1156593,0.19569685,1.0914104,0.39374137,0.49859303,-0.8932875,0.0,0.0
0.48750484,0.37834314,0.8655187,0.60705554,0.96291274,-0.46615615,0.30319968,0.025703115,0.54512763,0.7399258,-0.07940298,0.48134282,-0.9119245,0.0,0.0
0.48990697,0.40033454,0.2126948,0.30479136,0.13611025,-0.64715284,0.0092866365,-0.10392744,0.12658145,-1.1161712,-1.0840224,0.18952039,-0.89165354,0.0,0.0
0.49919197,0.41914114,-0.07168446,0.14039348,0.3223903,-0.8295056,0.12797904,-0.0064139133,0.074209146,-0.8001365,0.28582057,-0.107333764,-0.92370033,0.0,0.0
0.53267974,0.4372342,0.1746338,0.1118207,0.6456428,-0.77698183,0.554654,0.07823858,0.047020137,-0.22628039,0.48108,-0.0063636713,-0.93461263,0.0,0.0
0.53848994,0.45307177,-0.13886477,-0.0146117285,0.2770896,-0.8256679,0.06948479,-0.02644627,-0.37210706,-0.65184313,-0.39802682,-0.3838618,-0.9169544,0.0,0.0
0.55208606,0.47274035,0.07501498,-0.035450064,0.54242116,-0.7818827,0.20333898,0.056437578,0.3463899,-0.2084055,0.36514583,-0.17348862,-0.9104535,0.0,0.0
0.5837049,0.5005641,0.2454384,0.030482726,0.91939193,-0.72140294,0.5188055,0.13650918,0.7385717,0.30952886,0.45489717,0.57696456,-0.9295558,0.0,0.0
0.5942594,0.5235928,0.5347185,0.00814514,0.71075076,-0.6964686,0.15165272,0.047733292,0.78830636,-0.41750002,-0.20407602,0.33743963,-0.91985613,0.0,0.0
0.5935896,0.5322824,0.03653743,-0.0916784,0.33839852,-0.8688367,-0.0386773,-0.027579676,0.3652796,-0.7762719,-0.31440988,-0.046323836,-1.0561012,0.0,0.0
0.5960166,0.54812014,0.25094315,-0.05086784,0.83608395,-0.82659334,0.013178206,0.061404377,0.34690097,-0.05810137,0.55529755,0.41430628,-1.0304681,0.0,0.0
0.5846021,0.5523018,0.09651612,-0.20987837,-0.017270602,-0.7682891,-0.21897446,-0.048716445,0.48392633,-1.6177051,-0.79052997,-0.14638604,-0.9566539,0.0,0.0
0.6159077,0.5696862,0.17716664,-0.07603898,1.0341063,-0.8319403,0.51239157,0.05965526,0.44003075,-0.011960052,1.1400111,0.17978857,-0.82235605,0.0,0.0
0.6489634,0.5915173,0.2111765,0.07386563,1.1896968,-0.8125895,0.540251,0.14786054,0.4571437,0.40674713,0.36904925,0.45853236,-0.8192204,0.0,0.0
0.67140526,0.62029546,0.058566518,0.13054034,1.0758543,-0.8526053,0.3561255,0.0671747,0.11366035,0.3461997,-0.07183122,0.57733905,-0.91900206,0.0,0.0
0.69289273,0.63437104,-0.10090188,0.04730581,0.57928497,-0.8436925,0.3445306,-0.007708442,-0.27246666,-0.09170258,-0.4312681,0.097389534,-1.004991,0.0,0.0
0.7103378,0.6503527,0.48080292,0.0070832283,0.66673213,-0.6142387,0.27456003,0.07837132,0.27947327,-0.015069658,0.15186918,0.559023,-1.0083337,0.0,0.0
0.7278271,0.6755968,0.53354716,0.060405158,1.0590888,-0.5416939,0.27325943,0.18475552,0.29989794,-0.2939687,0.4488645,0.22631995,-1.040604,0.0,0.0
0.7442421,0.68947977,0.25025707,0.017588396,0.70899856,-0.60385734,0.25755683,0.0061833947,-0.3686291,-0.651597,-0.25071856,-0.07247046,-1.1160011,0.0,0.0
0.7863216,0.7108907,0.75346303,0.19059622,1.3877926,-0.1384776,0.6970662,0.35679302,0.5602501,0.18861797,1.0062438,0.44585907,-1.0049998,0.0,0.0
0.79498965,0.7166205,0.08569706,0.017715665,0.31640905,-0.00919173,0.12883162,0.073899,-0.1934359,-0.5864194,-1.1340777,0.09691542,-0.84414095,0.0,0.0
0.7973705,0.7120103,-0.46699035,-0.3490352,-0.6316145,-0.17903163,0.025918096,-0.13977732,-0.6848427,-1.1286669,-1.1103998,-0.5053985,-0.7038413,0.0,0.0
0.72714174,0.691678,-1.0638025,-1.1469836,-2.346084,-0.30688056,-1.1946467,-0.41082516,-0.90738666,-0.94510055,-2.680784,-1.9612317,-0.14454675,0.0,0.0
0.6674712,0.6776772,-0.7316937,-1.4075787,-1.557497,-0.15563081,-1.0158837,-0.22562855,-0.5183269,-0.5511922,0.9662639,-1.4271207,-0.06948897,0.0,0.0
0.619077,0.66406655,-0.74376893,-1.4028858,-1.144736,-0.16024064,-0.83363974,-0.053312983,-0.40961507,-0.32919192,0.52641475,-1.6506841,-0.06815548,0.0,0.0
0.5999973,0.66513216,-0.29235703,-1.1052524,-0.46996278,-0.020233931,-0.3476918,0.08506607,-0.065919906,0.14180876,1.1159489,-0.6100607,0.022708187,0.0,0.0
0.5699151,0.65844923,-0.67706907,-0.9586034,-0.7117438,-0.22733721,-0.53430736,-0.042670097,-0.39347592,-0.03339751,-0.42776743,-0.28410086,0.024337778,0.0,0.0
0.52868307,0.64604425,-0.8163457,-0.8497758,-0.7461873,-0.287271,-0.7194535,-0.15839782,-0.6744246,-0.083470926,-0.1348597,1.0120698,0.0036895114,0.0,0.0
0.5328118,0.6565282,-0.26426348,-0.28660113,0.50941455,0.1332035,0.041137464,0.08496741,-0.22896163,0.8315529,2.1264734,1.5954374,0.33840564,0.0,0.0
0.48748872,0.65464914,-0.489702,-0.25613266,-0.42562413,-0.017366294,-0.78542775,-0.10372014,-0.36903882,0.16628899,-1.5054183,0.5418845,0.49325064,0.0,0.0
0.45993844,0.64484704,-0.56815445,-0.28064457,-0.5474138,-0.06206956,-0.50377727,-0.2431836,-0.64217067,0.0624318,-0.25605258,-0.12824126,0.4710963,0.0,0.0
0.4764122,0.6545348,-0.41778284,-0.02717792,0.13481863,0.0063896272,0.25538203,-0.09893646,-0.59784657,0.5832479,1.174847,0.66472334,0.5192363,0.0,0.0
0.56213975,0.6625329,-0.19380702,0.33850887,0.6570923,0.2124,1.5429409,0.028839733,-0.21891879,1.007293,0.9249312,1.201729,0.48771718,0.0,0.0
0.63038355,0.66685784,-0.38381457,0.5482249,0.62651026,-0.20550567,1.1959134,0.16971308,-0.5196485,1.1617521,-0.003984481,0.15072772,0.47645447,0.0,0.0
0.6996581,0.677456,-0.03204834,0.76912,0.86413807,-0.30604714,1.1993335,0.2818655,0.058959693,1.7546232,0.534255,1.194218,0.4889848,0.0,0.0
0.7470756,0.69185585,0.22811861,0.8501206,0.75261617,-0.16700323,0.79205745,0.16713504,0.21781586,1.648614,-0.053248048,1.2962246,0.4715521,0.0,0.0
0.7555975,0.6806258,0.28620133,0.31907856,-0.48805746,0.046123818,0.11530122,-0.073531695,0.24739188,0.07127389,-2.2998345,-0.47762784,0.8188805,0.0,0.0
0.7851117,0.6744554,0.29841986,0.1695088,0.03009828,0.028433895,0.48427838,0.0631458,0.19441386,0.65037423,0.9383333,-0.46621072,0.85660964,0.0,0.0
0.7630831,0.66516787,0.0536236,-0.067051075,-0.24737987,-0.0030058003,-0.40897456,-0.06839634,-0.27734652,-0.6851097,-0.56176525,-0.7384531,0.8660007,0.0,0.0
0.7777353,0.64929867,-0.09880103,-0.14533417,-0.010777557,-0.14399736,0.21551211,0.017017838,-0.63546026,-0.40288806,0.331299,-0.8310069,0.79969054,0.0,0.0
0.8141233,0.6537411,0.19946158,-0.0062005594,0.46128678,0.022318933,0.595189,0.1289345,-0.2387478,0.30613932,0.83580446,-0.40274182,0.77050155,0.0,0.0
0.8267199,0.6686209,0.22297923,0.0598416,0.38326523,0.05701882,0.17148891,0.022811452,0.14777842,0.15248741,-0.06428593,0.7427975,0.68778175,0.0,0.0
0.8066881,0.7023865,-0.47347653,-0.07239231,-0.10749129,-0.49649742,-0.3841026,-0.07652262,-0.455235,-0.48503327,-0.7176982,-0.09108631,0.21833947,0.0,0.0
0.803818,0.73596066,0.21354043,0.03146706,0.41230616,-0.22462896,-0.09906309,0.029557016,0.10274799,0.25644764,0.84407073,0.61838615,0.20174688,0.0,0.0
0.81016546,0.7747962,0.5305996,0.30998206,1.044994,-0.104151025,0.050990004,0.16166747,0.6451858,0.92387134,0.9671896,0.94498813,0.2343858,0.0,0.0
0.8177523,0.8030264,0.27278972,0.4594854,0.90962535,-0.26444754,0.06748825,0.0653666,0.5944068,0.9166121,-0.005718283,0.51467,0.16441825,0.0,0.0
0.8774709,0.83780724,0.07671675,0.5682373,0.95192,-0.3803413,0.97424525,0.21496965,0.6266056,0.96222156,0.20618805,0.6529134,0.13465148,0.0,0.0
