ticker,rows,first,last
AAPL,1239,2019-01-30,2023-12-29
AMZN,1239,2019-01-30,2023-12-29
GOOGL,1239,2019-01-30,2023-12-29
MSFT,1239,2019-01-30,2023-12-29
NVDA,1239,2019-01-30,2023-12-29
