price
39.56409
39.58311
40.707466
41.403942
41.41821
40.633778
40.68152
40.447567
40.796112
40.626602
40.774616
40.683895
40.805653
41.068268
40.83669
41.292656
41.593452
41.617336
41.746227
41.33563
41.770115
41.980206
41.903816
41.662678
41.180458
41.278336
42.70831
43.188156
43.379147
43.86137
44.431927
44.885506
44.529804
44.918934
46.5733
45.608852
45.057396
44.591866
44.992935
45.05262
45.346252
45.654217
46.317875
46.635376
46.716553
47.02928
47.76933
47.626095
47.893467
47.49479
47.475693
47.561638
47.566418
48.492672
48.66695
48.826897
49.53114
49.454754
49.00594
48.77199
48.845993
47.905403
50.256866
49.929806
50.5505
49.76986
48.428223
48.437767
47.91734
47.25352
44.50718
45.211735
45.75333
45.55203
45.29321
43.876896
44.718067
43.80261
43.054924
42.88955
42.71223
42.50853
42.729004
41.954937
41.530758
43.05012
43.74509
44.38736
45.56881
46.151146
46.685566
46.536983
46.5274
46.18949
46.46508
47.557877
47.418884
47.799915
47.636955
47.58903
46.867706
47.881393
47.86702
47.430855
48.300777
48.583557
48.986164
48.94304
47.93412
48.226482
48.703384
48.348705
48.720165
49.177883
49.00774
48.73215
49.28572
48.550007
49.659584
50.0478
50.007057
49.611652
49.784187
50.249115
50.03342
51.054306
49.949554
48.892715
46.333275
47.210396
47.699265
48.751316
48.34959
48.2269
50.26923
48.772953
48.52999
49.675056
50.601208
50.60361
51.15209
51.10878
48.74651
49.672653
49.11215
49.441715
50.278854
50.213917
49.482605
50.32215
51.30603
51.301212
51.52013
52.12874
53.786175
53.665897
52.62188
52.89852
53.090958
53.58893
53.153507
52.37651
52.614666
52.36448
53.170345
52.89611
52.638725
53.877583
54.026737
52.672398
53.11984
54.60888
54.62091
53.981026
54.613697
55.3498
56.822002
56.74022
56.607918
56.379383
56.59829
56.87011
57.856396
57.724102
58.49869
58.59492
59.316593
59.91076
58.525158
58.517933
59.840992
61.53934
61.94347
61.85447
61.880928
62.5951
62.766415
63.263447
63.205536
63.81115
63.369617
64.122406
64.44574
64.25029
63.50232
63.217613
63.16213
64.269585
63.76772
64.62427
64.481895
63.736347
62.599934
63.15246
64.07896
65.31676
64.402306
64.7787
65.33121
65.49771
66.38804
67.52447
67.657135
67.4955
67.56306
67.42311
68.52334
68.58847
69.94931
69.92277
70.337776
70.85168
72.468285
71.76371
72.33556
71.99535
73.15351
74.70734
74.87621
76.47592
75.44324
75.11991
76.060905
76.902985
76.38182
76.654465
77.02361
76.80164
74.54329
76.65204
78.25655
78.14315
74.67838
74.47329
76.93194
